model,id,type,maxZ,maxP,maxT,maxGrad,time.maxP,tstar.maxP,time.maxT,tstar.maxT,cls,recovered,phi,zc,z1100,age,cv
cdh46,113,8,115958.25,33130.92857142857,805.811767578125,0.004594858645918898,9307820.534471028,1,9307820.534471028,1,3,FALSE,55,59,46,55,100
cdh46,114,8,115855.265625,33101.50446428572,819.00640869140625,0.0047128320473470604,9307820.534471028,1,9307820.534471028,1,3,FALSE,55,59,46,55,100
cdh46,115,8,116249.796875,33214.22767857143,800.03851318359375,0.004533672551275963,9307820.534471028,1,9307820.534471028,1,3,FALSE,55,59,46,55,100
cdh46,116,8,116145.25,33184.357142857145,782.9176025390625,0.00439034400923897,9307820.534471028,1,9307820.534471028,1,3,FALSE,55,59,46,55,100
cdh46,117,8,116259.890625,33217.111607142855,784.86761474609375,0.004402787685368973,9307820.534471028,1,9307820.534471028,1,3,FALSE,55,59,46,55,100
cdh46,118,8,116476.078125,33278.87946428572,782.6585693359375,0.004375650155296105,9307820.534471028,1,9307820.534471028,1,3,FALSE,55,59,46,55,100
cdh46,119,8,116593.46875,33312.419642857145,779.35870361328125,0.004342942268052911,9307820.534471028,1,9307820.534471028,1,3,FALSE,55,59,46,55,100
cdh46,120,8,116599.25,33314.07142857143,785.0980224609375,0.0043919495405068,9307820.534471028,1,9307820.534471028,1,3,FALSE,55,59,46,55,100
cdh46,121,7,42264.36328125,12075.53236607143,556.83074951171875,0.006715604530061295,9307820.534471028,1,9307820.534471028,1,14,TRUE,55,59,46,55,100
cdh46,122,7,7002.837890625,2000.810825892857,279.7044372558594,9.573886130985401e-4,4580160.046855749,0.4920765317609386,514314.4791568388,0.05525616627996876,11,FALSE,55,59,46,55,100
cdh46,123,7,7065.16015625,2018.6171875,279.7188415527344,9.509822005649421e-4,4580160.046855749,0.4920765317609386,514314.4791568388,0.05525616627996876,11,FALSE,55,59,46,55,100
cdh46,124,7,53447.234375,15270.638392857143,649.67095947265625,0.007047529472335888,9307820.534471028,1,9307820.534471028,1,5,FALSE,55,59,46,55,100
cdh46,125,3,19114.4453125,5461.270089285714,385.5477294921875,0.00588809811910086,9307820.534471028,1,9307820.534471028,1,13,TRUE,55,59,46,55,100
cdh46,125,7,7112.744140625,2032.212611607143,279.723876953125,9.4532810687243e-4,4580160.046855749,0.4920765317609386,514314.4791568388,0.05525616627996876,13,TRUE,55,59,46,55,100
cdh46,126,7,35049.16796875,10014.047991071428,565.96319580078125,0.008358634820147188,7784877.467320048,0.8363802716746805,8939505.711959654,0.9604295311509995,14,TRUE,55,59,46,55,100
cdh46,127,7,98770.125,28220.035714285714,979.56512451171875,0.007153631976386774,9307820.534471028,1,9307820.534471028,1,1,FALSE,55,59,46,55,100
cdh46,128,7,30974.51171875,8849.86049107143,443.75128173828125,0.005512638368240016,9307820.534471028,1,9307820.534471028,1,14,TRUE,55,59,46,55,100
cdh46,129,7,95931.3046875,27408.944196428572,987.4329833984375,0.007447339382339592,9307820.534471028,1,9307820.534471028,1,1,FALSE,55,59,46,55,100
